Date,China,India,US,EU,Russia,Japan,Brazil,ROW,World
02/01/2020,17.00,3.41,4.43,2.53,2.48,1.28,0.25,11.73,43.10
03/01/2020,16.14,3.45,4.46,2.47,2.49,1.29,0.25,11.68,42.23
04/01/2020,17.33,3.49,4.20,2.24,2.49,1.38,0.25,12.12,43.49
05/01/2020,17.48,3.55,4.01,2.31,2.49,1.48,0.25,11.73,43.29
06/01/2020,17.04,3.35,4.66,2.71,2.45,1.78,0.24,11.43,43.67
07/01/2020,16.10,3.42,4.74,3.18,2.41,1.96,0.25,11.74,43.80
08/01/2020,16.11,3.51,4.34,3.35,2.50,1.85,0.24,11.67,43.57
09/01/2020,16.20,3.50,4.49,3.35,2.50,1.73,0.25,12.11,44.11
10/01/2020,16.50,3.43,4.22,3.25,2.50,1.75,0.26,12.49,44.39
11/01/2020,17.04,3.41,3.90,2.61,2.50,1.65,0.21,12.50,43.82
12/01/2020,16.75,3.46,4.10,2.25,2.50,1.62,0.21,11.86,42.76
13/01/2020,15.85,3.44,4.51,3.23,2.44,1.65,0.22,11.62,42.96
14/01/2020,15.29,3.52,4.54,2.87,2.49,1.89,0.22,12.14,42.96
15/01/2020,15.71,3.44,4.11,2.88,2.50,1.94,0.21,12.19,42.98
16/01/2020,15.59,3.32,4.70,3.12,2.51,1.97,0.21,12.20,43.60
17/01/2020,15.42,3.27,4.92,3.17,2.51,1.94,0.22,12.13,43.58
18/01/2020,15.08,3.41,4.49,2.82,2.50,1.82,0.25,12.11,42.48
19/01/2020,14.40,3.43,4.81,2.77,2.45,1.63,0.24,11.72,41.45
20/01/2020,13.60,3.24,5.99,3.71,2.41,1.81,0.25,11.78,42.80
21/01/2020,12.82,3.46,5.71,3.92,2.49,1.85,0.26,12.05,42.55
22/01/2020,11.72,3.53,5.21,4.14,2.47,2.01,0.25,11.75,41.08
23/01/2020,10.85,3.41,5.28,4.28,2.48,1.96,0.24,11.70,40.20
24/01/2020,10.78,3.44,4.91,4.23,2.49,1.79,0.25,11.64,39.54
25/01/2020,10.35,3.55,4.39,3.46,2.52,1.66,0.24,11.47,37.63
26/01/2020,10.00,3.58,4.59,2.92,2.48,1.63,0.23,10.54,35.97
27/01/2020,9.82,3.40,4.86,3.31,2.45,1.97,0.24,9.85,35.90
28/01/2020,9.45,3.55,4.87,2.98,2.52,1.96,0.25,10.15,35.73
29/01/2020,10.05,3.58,5.37,2.84,2.51,1.72,0.26,10.37,36.69
30/01/2020,9.84,3.62,5.44,2.85,2.50,1.69,0.25,10.55,36.75
31/01/2020,9.17,3.62,5.10,2.60,2.50,1.76,0.25,10.47,35.47
01/02/2020,8.85,3.63,4.43,1.99,2.49,1.60,0.18,9.88,33.06
02/02/2020,8.63,3.53,3.82,1.88,2.44,1.50,0.18,8.84,30.82
03/02/2020,8.74,3.37,4.03,2.58,2.41,1.77,0.19,8.31,31.40
04/02/2020,8.68,3.53,4.26,2.72,2.47,1.78,0.19,8.63,32.27
05/02/2020,8.65,3.65,4.97,3.28,2.45,1.87,0.19,8.93,33.98
06/02/2020,8.51,3.66,5.24,3.53,2.43,2.00,0.18,9.06,34.62
07/02/2020,8.60,3.69,5.04,3.41,2.42,2.03,0.18,8.82,34.21
08/02/2020,8.62,3.71,4.66,2.49,2.41,1.74,0.18,8.80,32.62
09/02/2020,8.69,3.62,4.01,1.87,2.36,1.68,0.17,8.64,31.04
10/02/2020,8.48,3.46,4.84,2.23,2.32,1.93,0.17,8.55,31.99
11/02/2020,8.55,3.57,4.84,2.37,2.35,1.78,0.18,9.35,32.99
12/02/2020,8.56,3.63,4.91,2.74,2.42,1.84,0.17,9.52,33.78
13/02/2020,8.84,3.67,5.20,3.12,2.41,1.65,0.17,9.44,34.50
14/02/2020,8.76,3.78,5.31,3.24,2.42,1.66,0.17,9.60,34.92
15/02/2020,8.73,3.78,4.70,1.91,2.35,1.51,0.15,9.49,32.63
16/02/2020,8.78,3.81,4.41,1.61,2.30,1.51,0.15,9.20,31.77
17/02/2020,8.92,3.65,4.47,2.30,2.37,1.66,0.15,9.13,32.64
18/02/2020,8.95,3.73,4.57,2.44,2.38,1.79,0.15,9.83,33.83
19/02/2020,9.04,3.84,5.21,2.74,2.37,1.72,0.16,10.36,35.43
20/02/2020,9.68,3.82,5.45,2.65,2.36,1.72,0.17,10.62,36.47
21/02/2020,9.68,3.70,5.39,2.45,2.37,1.60,0.16,10.57,35.92
22/02/2020,9.67,3.56,4.49,1.88,2.31,1.48,0.15,10.78,34.32
23/02/2020,9.62,3.56,4.04,1.78,2.23,1.32,0.15,10.50,33.20
24/02/2020,9.80,3.48,4.45,2.56,2.25,1.44,0.15,10.50,34.63
25/02/2020,9.55,3.66,4.32,2.50,2.32,1.70,0.15,10.98,35.17
26/02/2020,9.85,3.69,4.84,2.83,2.31,1.72,0.15,10.72,36.12
27/02/2020,9.82,3.71,5.21,3.16,2.31,1.71,0.15,11.18,37.26
28/02/2020,9.91,3.64,5.24,2.87,2.31,1.75,0.16,11.11,36.99
29/02/2020,9.96,3.65,4.24,1.77,2.26,1.59,0.13,10.72,34.33
01/03/2020,9.47,3.60,3.87,1.60,2.26,1.35,0.12,10.34,32.62
02/03/2020,9.84,3.38,4.41,2.84,2.34,1.63,0.12,9.96,34.51
03/03/2020,9.96,3.63,4.30,3.12,2.31,1.57,0.11,10.43,35.43
04/03/2020,10.41,3.68,4.36,3.41,2.30,1.80,0.10,10.57,36.63
05/03/2020,10.77,3.58,4.29,3.26,2.30,1.67,0.10,10.58,36.55
06/03/2020,11.01,3.50,4.45,2.89,2.31,1.62,0.09,10.24,36.11
07/03/2020,11.09,3.35,3.80,2.26,2.28,1.52,0.12,10.02,34.45
08/03/2020,11.44,3.50,3.45,1.68,2.25,1.47,0.12,9.29,33.21
09/03/2020,11.53,3.39,4.10,2.76,2.34,1.50,0.12,9.22,34.96
10/03/2020,11.26,3.37,4.51,2.36,2.35,1.62,0.12,9.80,35.38
11/03/2020,11.47,2.96,4.51,2.39,2.33,1.36,0.14,9.58,34.73
12/03/2020,11.08,3.10,4.32,2.09,2.26,1.40,0.14,9.35,33.75
13/03/2020,11.65,3.33,4.24,2.40,2.18,1.45,0.17,9.34,34.76
14/03/2020,11.67,3.41,4.42,2.19,2.13,1.51,0.16,9.46,34.95
15/03/2020,11.41,3.39,4.40,1.65,2.15,1.35,0.15,9.48,33.98
16/03/2020,11.83,3.24,5.04,2.56,2.15,1.64,0.16,9.34,35.95
17/03/2020,11.31,3.38,4.73,2.58,2.14,1.63,0.17,9.88,35.82
18/03/2020,11.93,3.52,4.45,2.48,2.14,1.47,0.14,9.83,35.96
19/03/2020,12.02,3.60,4.34,2.83,2.12,1.39,0.14,9.93,36.37
20/03/2020,11.91,3.63,4.14,2.41,2.11,1.27,0.14,9.79,35.40
21/03/2020,12.01,3.48,4.30,1.64,2.10,1.17,0.13,9.53,34.37
22/03/2020,11.96,3.44,4.21,1.64,2.14,1.18,0.13,9.22,33.93
23/03/2020,12.01,2.99,4.70,1.93,2.14,1.35,0.14,9.19,34.45
24/03/2020,12.54,3.10,4.49,2.02,2.14,1.47,0.13,9.42,35.31
25/03/2020,13.46,2.91,4.36,2.22,2.13,1.43,0.13,9.49,36.14
26/03/2020,12.81,2.66,4.18,2.20,2.12,1.42,0.14,9.22,34.75
27/03/2020,13.09,2.46,4.14,2.12,2.10,1.48,0.14,9.23,34.76
28/03/2020,12.32,2.40,3.55,1.72,2.07,1.26,0.11,9.09,32.53
29/03/2020,12.12,2.41,3.54,1.55,2.12,1.33,0.11,9.00,32.17
30/03/2020,12.17,2.39,3.81,2.19,2.12,1.54,0.12,8.93,33.27
31/03/2020,12.25,2.40,4.14,2.46,2.13,1.48,0.11,9.20,34.16
01/04/2020,12.48,2.46,3.64,2.32,2.15,1.53,0.13,9.09,33.81
02/04/2020,12.76,2.51,3.59,2.02,2.13,1.32,0.14,8.90,33.38
03/04/2020,12.28,2.61,3.75,2.09,2.11,1.31,0.14,9.10,33.39
04/04/2020,12.36,2.61,3.86,1.77,2.04,1.09,0.13,9.12,32.97
05/04/2020,11.85,2.64,3.64,1.37,2.10,1.14,0.13,8.53,31.41
06/04/2020,11.24,2.57,3.79,1.66,2.10,1.29,0.11,7.92,30.68
07/04/2020,11.31,2.63,3.98,1.98,2.09,1.33,0.10,8.36,31.79
08/04/2020,11.76,2.55,4.23,2.06,2.09,1.30,0.11,8.67,32.77
09/04/2020,11.75,2.55,4.04,1.99,2.10,1.29,0.12,8.78,32.61
10/04/2020,12.02,2.56,3.70,1.75,2.01,1.30,0.12,8.88,32.34
11/04/2020,12.19,2.58,3.33,1.63,2.05,1.20,0.12,8.97,32.07
12/04/2020,12.19,2.65,3.28,1.44,2.05,1.26,0.11,8.63,31.61
13/04/2020,11.66,2.62,3.81,1.31,2.04,1.56,0.11,8.28,31.39
14/04/2020,11.00,2.69,4.15,1.72,2.01,1.32,0.11,8.49,31.49
15/04/2020,11.91,2.76,4.20,1.70,1.92,1.31,0.10,8.29,32.19
16/04/2020,12.58,2.72,3.84,1.83,1.89,1.28,0.10,8.12,32.37
17/04/2020,12.26,2.76,3.95,1.78,1.87,1.28,0.10,8.05,32.04
18/04/2020,12.09,2.75,3.42,1.61,1.89,1.18,0.10,7.97,31.01
19/04/2020,12.37,2.70,3.47,1.38,1.88,1.00,0.10,7.52,30.41
20/04/2020,12.37,2.65,3.89,1.46,1.88,1.30,0.10,7.41,31.05
21/04/2020,12.15,2.64,3.81,1.44,1.86,1.21,0.12,7.61,30.84
22/04/2020,12.61,2.62,3.62,1.55,1.86,1.19,0.12,7.95,31.53
23/04/2020,12.40,2.68,3.98,1.90,1.81,1.23,0.12,8.27,32.40
24/04/2020,12.43,2.65,3.83,1.79,1.80,1.22,0.12,8.34,32.19
25/04/2020,12.16,2.64,3.61,1.55,1.82,1.01,0.12,8.43,31.35
26/04/2020,12.18,2.57,3.34,1.59,1.85,0.99,0.12,8.00,30.64
27/04/2020,11.95,2.49,3.59,2.06,1.88,1.12,0.12,8.02,31.23
28/04/2020,11.35,2.44,3.65,2.16,1.88,1.10,0.12,8.57,31.27
29/04/2020,11.65,2.56,3.55,1.93,1.90,1.02,0.12,8.69,31.41
30/04/2020,11.71,2.62,3.67,1.56,1.87,1.00,0.12,8.67,31.21
01/05/2020,10.49,2.72,3.36,1.31,1.83,0.94,0.12,8.30,29.07
02/05/2020,10.40,2.62,3.27,1.34,1.91,0.84,0.12,8.38,28.88
03/05/2020,9.61,2.65,3.51,1.49,1.91,0.87,0.12,8.12,28.28
04/05/2020,9.93,2.60,3.87,1.89,1.91,0.85,0.12,8.10,29.26
05/05/2020,10.82,2.65,4.06,1.78,1.92,0.82,0.12,8.54,30.72
06/05/2020,11.46,2.77,4.05,1.90,1.93,0.94,0.11,8.86,32.01
07/05/2020,11.81,2.74,3.51,2.00,1.88,0.91,0.10,8.73,31.71
08/05/2020,12.48,2.80,3.51,2.02,1.84,0.95,0.11,8.79,32.50
09/05/2020,12.47,2.96,3.51,1.74,1.88,1.02,0.11,9.16,32.86
10/05/2020,12.97,3.05,3.21,1.31,1.87,0.99,0.11,8.69,32.19
11/05/2020,13.00,2.83,3.69,1.47,1.86,1.02,0.11,8.51,32.49
12/05/2020,12.66,2.80,3.91,1.95,1.86,1.13,0.11,9.08,33.50
13/05/2020,13.11,3.04,3.60,2.20,1.80,1.08,0.12,9.35,34.28
14/05/2020,12.85,3.11,3.87,2.04,1.79,1.07,0.12,9.32,34.16
15/05/2020,13.01,3.15,3.98,1.93,1.88,1.15,0.13,9.43,34.65
16/05/2020,13.45,3.20,3.94,1.51,1.88,1.10,0.13,9.39,34.59
17/05/2020,13.75,3.18,3.72,1.33,1.88,0.93,0.12,9.17,34.08
18/05/2020,13.51,3.05,3.99,1.83,1.87,1.21,0.13,9.09,34.67
19/05/2020,13.64,3.08,3.93,2.15,1.86,1.16,0.13,9.59,35.54
20/05/2020,12.94,3.03,3.79,2.28,1.80,1.13,0.13,9.56,34.66
21/05/2020,13.38,2.95,3.91,1.83,1.77,1.20,0.13,9.39,34.56
22/05/2020,13.32,2.96,4.20,1.58,1.85,1.12,0.12,9.50,34.65
23/05/2020,13.15,3.08,3.85,1.32,1.87,0.98,0.12,9.52,33.89
24/05/2020,13.20,3.22,3.74,1.21,1.88,0.95,0.11,9.11,33.43
25/05/2020,12.88,3.26,4.04,1.82,1.89,1.16,0.12,8.93,34.09
26/05/2020,12.56,3.32,4.85,2.16,1.83,1.29,0.13,9.07,35.20
27/05/2020,13.06,3.34,5.12,2.14,1.80,1.17,0.13,9.53,36.29
28/05/2020,12.34,3.20,5.01,2.00,1.78,1.09,0.15,9.55,35.13
29/05/2020,11.69,2.97,5.04,1.98,1.85,1.06,0.15,9.34,34.09
30/05/2020,11.59,2.96,4.39,1.50,1.86,1.02,0.14,9.38,32.83
31/05/2020,11.62,3.01,3.89,1.36,1.88,1.04,0.13,8.96,31.88
01/06/2020,11.99,2.85,4.37,1.67,1.88,1.27,0.14,8.81,32.97
02/06/2020,11.58,2.94,4.99,2.23,1.88,1.26,0.14,9.16,34.18
03/06/2020,12.04,2.94,5.75,2.33,1.83,1.34,0.14,9.33,35.69
04/06/2020,12.79,2.88,5.86,2.21,1.80,1.34,0.13,9.81,36.82
05/06/2020,12.47,2.80,5.76,1.79,1.87,1.31,0.13,10.01,36.15
06/06/2020,13.09,2.70,5.05,1.31,1.87,1.19,0.13,10.05,35.39
07/06/2020,13.23,2.75,4.60,1.41,1.87,1.03,0.14,9.35,34.38
08/06/2020,12.52,2.72,5.18,2.35,1.88,1.26,0.14,9.06,35.11
09/06/2020,11.94,2.92,5.59,2.67,1.83,1.40,0.15,9.69,36.20
10/06/2020,12.83,3.10,5.67,2.64,1.82,1.44,0.15,10.23,37.89
11/06/2020,13.44,3.19,5.30,1.99,1.88,1.54,0.16,10.31,37.81
12/06/2020,13.69,3.18,5.17,1.88,1.88,1.46,0.16,10.15,37.57
13/06/2020,14.04,3.15,4.22,1.69,1.85,1.30,0.16,9.94,36.34
14/06/2020,14.11,3.08,3.97,1.62,1.89,1.20,0.15,9.76,35.78
15/06/2020,13.92,2.97,4.65,2.53,1.91,1.40,0.15,9.51,37.02
16/06/2020,13.82,3.10,4.70,2.85,1.87,1.35,0.15,10.02,37.86
17/06/2020,14.10,3.13,4.75,2.86,1.84,1.28,0.15,10.12,38.24
18/06/2020,13.54,3.12,5.21,2.72,1.93,1.38,0.15,10.54,38.59
19/06/2020,13.91,3.13,5.58,2.51,1.96,1.28,0.14,10.39,38.89
20/06/2020,13.77,3.11,5.47,1.85,1.94,1.01,0.14,10.32,37.61
21/06/2020,13.82,3.07,5.22,1.49,1.91,1.02,0.14,9.86,36.52
22/06/2020,13.10,2.95,6.06,2.20,1.90,1.29,0.15,9.61,37.27
23/06/2020,12.94,3.05,6.03,2.56,1.85,1.34,0.15,10.16,38.08
24/06/2020,13.20,3.21,5.98,2.72,1.84,1.39,0.15,10.07,38.58
25/06/2020,13.54,3.31,5.85,2.74,1.92,1.46,0.15,10.24,39.21
26/06/2020,12.97,3.29,5.76,2.65,1.91,1.44,0.15,10.27,38.44
27/06/2020,12.48,3.23,5.48,2.00,1.91,1.26,0.13,10.40,36.89
28/06/2020,12.72,3.22,5.38,1.63,1.91,1.16,0.12,10.18,36.32
29/06/2020,13.22,3.12,5.90,2.29,1.91,1.31,0.12,9.90,37.76
30/06/2020,13.25,3.26,5.95,2.41,1.85,1.48,0.13,10.47,38.80
